-10,0.00990099
-9.84848,0.0102398
-9.69697,0.0105735
-9.54545,0.0108969
-9.39394,0.011205
-9.24242,0.0116305
-9.09091,0.0120355
-8.93939,0.0124198
-8.78788,0.0127833
-8.48485,0.014038
-8.18182,0.0151917
-7.87879,0.0162268
-7.57576,0.0171256
-7.37374,0.0183127
-7.17172,0.0194218
-6.9697,0.020443
-6.76768,0.0213669
-6.66667,0.0220948
-6.56566,0.022794
-6.46465,0.0234627
-6.36364,0.0240988
-6.26263,0.0249774
-6.16162,0.0258194
-6.06061,0.0266226
-5.9596,0.0273847
-5.90909,0.0278772
-5.85859,0.0283582
-5.80808,0.028827
-5.75758,0.0292829
-5.25253,0.0422633
-4.74747,0.0532604
-4.24242,0.0616502
-3.73737,0.0668094
-3.48485,0.0842595
-3.23232,0.0995144
-2.9798,0.111342
-2.72727,0.118511
-2.62626,0.128435
-2.52525,0.137792
-2.42424,0.14696
-2.32323,0.156313
-2.17172,0.190622
-2.0202,0.221407
-1.86869,0.243879
-1.71717,0.253249
-1.36364,0.434343
-1.0101,0.570301
-0.656566,0.713395
-0.30303,0.915896
0.30303,0.55211
0.909091,0.39171
1.51515,0.309888
2.12121,0.181833
2.52525,0.206523
2.92929,0.179428
3.33333,0.124779
3.73737,0.0668094
3.83838,0.0630209
3.93939,0.0600989
4.0404,0.0576029
4.14141,0.0550924
4.34343,0.0527103
4.54545,0.0489657
4.74747,0.0443163
4.94949,0.0392195
5.10101,0.0373725
5.25253,0.0354828
5.40404,0.0335025
5.55556,0.0313832
5.65657,0.0304861
5.75758,0.0295147
5.85859,0.0284779
5.9596,0.0273847
6.11111,-0.982311
6.26263,-1.01126
6.41414,-1.04076
6.56566,0.0226717
