-10,0.00990099
-9.69697,-0.197087
-9.39394,0.011205
-9.09091,0.0350685
-8.78788,0.0127833
-8.18182,-0.00966845
-7.57576,0.0171256
-7.17172,0.00988302
-6.76768,0.0213669
-6.56566,0.0127202
-6.36364,0.0240988
-6.16162,0.0157885
-5.9596,0.0273847
-5.85859,0.0183985
-5.75758,0.0292829
-4.74747,0.0348215
-3.73737,0.0668094
-3.23232,0.0766024
-2.72727,0.118511
-2.52525,0.125812
-2.32323,0.156313
-2.0202,0.186448
-1.71717,0.253249
-1.0101,0.488023
-0.30303,0.915896
0.909091,1.22595
2.12121,0.181833
2.92929,-0.121727
3.73737,0.0668094
3.93939,0.0626911
4.14141,0.0550924
4.54545,-0.000589668
4.94949,0.0392195
5.25253,0.065891
5.55556,0.0313832
5.75758,-0.0305311
5.9596,0.0273847
6.26263,0.520223
6.56566,0.0226717
