-9.79798,98.1628
-9.49495,84.2123
-9.19192,69.8841
-8.88889,54.8007
-8.58586,38.5845
-8.33333,30.9378
-8.08081,22.3552
-7.82828,12.9498
-7.57576,2.83468
-7.52525,1.43487
-7.47475,0.0101868
-7.42424,-1.44036
-7.37374,-2.91777
-6.66667,-5.45825
-5.9596,-13.0217
-5.25253,-25.17
-4.54545,-41.4651
-4.39394,-41.1128
-4.24242,-40.9273
-4.09091,-40.9049
-3.93939,-41.0421
-2.82828,-17.397
-1.71717,-0.427412
-0.606061,11.5779
0.505051,20.3303
0.959596,30.3186
1.41414,40.1108
1.86869,49.7687
2.32323,59.3542
2.92929,69.5562
3.53535,80.3432
4.14141,92.3191
4.74747,106.088
5.75758,-9128.12
6.76768,-10942.9
7.77778,-12987
8.78788,127.252
