-9.79798,98.1628
-9.49495,-16.7061
-9.19192,-32.1822
-8.88889,-46.4619
-8.58586,38.5845
-8.33333,-69.6443
-8.08081,-78.945
-7.82828,-87.4999
-7.57576,2.83468
-7.52525,-96.8083
-7.47475,-98.2603
-7.42424,-99.6844
-7.37374,-2.91777
-6.66667,-117.792
-5.9596,-129.505
-5.25253,-136.642
-4.54545,-41.4651
-4.39394,-139.768
-4.24242,-139.742
-4.09091,-139.553
-3.93939,-41.0421
-2.82828,-132.205
-1.71717,-118.545
-0.606061,-99.8722
0.505051,20.3303
0.959596,-68.2268
1.41414,-58.4458
1.86869,-48.6022
2.32323,59.3542
2.92929,-26.0233
3.53535,-13.7945
4.14141,-2.38937
4.74747,106.088
5.75758,21.966
6.76768,30.9983
7.77778,33.785
8.78788,127.252
